415,391-6473,0
510,380-3562,0
408,347-1146,0
510,340-3615,0
408,362-4669,0
415,418-5548,0
415,417-8864,1
510,358-1397,0
415,373-3527,0
510,330-0525,0
415,406-2573,0
408,404-1298,0
408,398-9964,0
415,399-1772,0
408,340-2291,0
415,363-4997,0
415,361-1980,0
408,406-4589,0
408,392-9438,0
415,373-3130,0
415,392-4117,0
510,390-7235,0
415,379-0420,0
415,397-8103,0
415,378-2792,0
510,411-3819,1
415,400-7136,0
408,409-9118,1
415,362-4822,1
415,377-0000,0
408,368-1487,0
415,347-4191,0
415,348-8144,0
415,414-1779,0
415,370-3492,0
510,328-2060,0
510,364-5395,0
415,400-5181,0
